batch_id,trial,warmup,system,config,phase,ticks,ns_since_e2,delta_ticks,delta_ns,source
20260818T013740Z-2,13,0,whimbrel,release-fast-boot,established,280849,4480800,2634,263400,serial
20260818T013740Z-2,13,0,whimbrel,release-fast-boot,serving_ready,284451,4841000,3602,360200,serial
20260818T013740Z-2,13,0,whimbrel,release-fast-boot,net_init_done,287240,5119900,2789,278900,serial
20260818T013740Z-2,13,0,whimbrel,release-fast-boot,heap_init,287459,5141800,219,21900,serial
20260818T013740Z-2,13,0,whimbrel,release-fast-boot,accounting,287714,5167300,255,25500,serial
20260818T013740Z-2,13,0,whimbrel,release-fast-boot,freeze,287835,5179400,121,12100,serial
20260818T013740Z-2,13,0,whimbrel,release-fast-boot,sret,288021,5198000,186,18600,serial
20260818T013740Z-2,13,0,whimbrel,release-fast-boot,E3g,300451,6441000,12430,1243000,serial
20260818T013740Z-2,13,0,whimbrel,release-fast-boot,E3g_doorbell,301235,6519400,784,78400,serial
20260818T013740Z-2,29,0,whimbrel,release-default,_start,234914,0,0,0,serial
20260818T013740Z-2,29,0,whimbrel,release-default,stamp_a,235373,45900,459,45900,serial
20260818T013740Z-2,29,0,whimbrel,release-default,stamp_b,235428,51400,55,5500,serial
20260818T013740Z-2,29,0,whimbrel,release-default,stvec,245780,1086600,10352,1035200,serial
20260818T013740Z-2,29,0,whimbrel,release-default,frame_init,549727,31481300,303947,30394700,serial
20260818T013740Z-2,29,0,whimbrel,release-default,task_init,583646,34873200,33919,3391900,serial
20260818T013740Z-2,29,0,whimbrel,release-default,page_build,590627,35571300,6981,698100,serial
20260818T013740Z-2,29,0,whimbrel,release-default,page_verify,708738,47382400,118111,11811100,serial
20260818T013740Z-2,29,0,whimbrel,release-default,activate,711507,47659300,2769,276900,serial
20260818T013740Z-2,29,0,whimbrel,release-default,virtq_init,781231,54631700,69724,6972400,serial
20260818T013740Z-2,29,0,whimbrel,release-default,DRIVER_OK,843406,60849200,62175,6217500,serial
20260818T013740Z-2,29,0,whimbrel,release-default,first_rx,877450,64253600,34044,3404400,serial
20260818T013740Z-2,29,0,whimbrel,release-default,syn_rx,889744,65483000,12294,1229400,serial
20260818T013740Z-2,29,0,whimbrel,release-default,established,897448,66253400,7704,770400,serial
20260818T013740Z-2,29,0,whimbrel,release-default,serving_ready,906351,67143700,8903,890300,serial
20260818T013740Z-2,29,0,whimbrel,release-default,net_init_done,958315,72340100,51964,5196400,serial
20260818T013740Z-2,29,0,whimbrel,release-default,heap_init,958549,72363500,234,23400,serial
20260818T013740Z-2,29,0,whimbrel,release-default,accounting,979976,74506200,21427,2142700,serial
20260818T013740Z-2,29,0,whimbrel,release-default,freeze,980998,74608400,1022,102200,serial
20260818T013740Z-2,29,0,whimbrel,release-default,sret,983282,74836800,2284,228400,serial
20260818T013740Z-2,29,0,whimbrel,release-default,E3g,1002288,76737400,19006,1900600,serial
20260818T013740Z-2,29,0,whimbrel,release-default,E3g_doorbell,1006015,77110100,3727,372700,serial
20260818T013740Z-2,5,0,whimbrel,release-default,_start,234614,0,0,0,serial
20260818T013740Z-2,5,0,whimbrel,release-default,stamp_a,235068,45400,454,45400,serial
20260818T013740Z-2,5,0,whimbrel,release-default,stamp_b,235123,50900,55,5500,serial
20260818T013740Z-2,5,0,whimbrel,release-default,stvec,245329,1071500,10206,1020600,serial
20260818T013740Z-2,5,0,whimbrel,release-default,frame_init,549177,31456300,303848,30384800,serial
20260818T013740Z-2,5,0,whimbrel,release-default,task_init,581956,34734200,32779,3277900,serial
20260818T013740Z-2,5,0,whimbrel,release-default,page_build,588806,35419200,6850,685000,serial
20260818T013740Z-2,5,0,whimbrel,release-default,page_verify,706375,47176100,117569,11756900,serial
20260818T013740Z-2,5,0,whimbrel,release-default,activate,709094,47448000,2719,271900,serial
20260818T013740Z-2,5,0,whimbrel,release-default,virtq_init,778947,54433300,69853,6985300,serial
20260818T013740Z-2,5,0,whimbrel,release-default,DRIVER_OK,841264,60665000,62317,6231700,serial
20260818T013740Z-2,5,0,whimbrel,release-default,first_rx,875373,64075900,34109,3410900,serial
20260818T013740Z-2,5,0,whimbrel,release-default,syn_rx,887552,65293800,12179,1217900,serial
20260818T013740Z-2,5,0,whimbrel,release-default,established,895235,66062100,7683,768300,serial
20260818T013740Z-2,5,0,whimbrel,release-default,serving_ready,904141,66952700,8906,890600,serial
20260818T013740Z-2,5,0,whimbrel,release-default,net_init_done,956112,72149800,51971,5197100,serial
20260818T013740Z-2,5,0,whimbrel,release-default,heap_init,956340,72172600,228,22800,serial
20260818T013740Z-2,5,0,whimbrel,release-default,accounting,977378,74276400,21038,2103800,serial
20260818T013740Z-2,5,0,whimbrel,release-default,freeze,978388,74377400,1010,101000,serial
20260818T013740Z-2,5,0,whimbrel,release-default,sret,980640,74602600,2252,225200,serial
20260818T013740Z-2,5,0,whimbrel,release-default,E3g,999734,76512000,19094,1909400,serial
20260818T013740Z-2,5,0,whimbrel,release-default,E3g_doorbell,1003469,76885500,3735,373500,serial
20260818T013740Z-2,4,0,whimbrel,release-default,_start,234166,0,0,0,serial
20260818T013740Z-2,4,0,whimbrel,release-default,stamp_a,234623,45700,457,45700,serial
20260818T013740Z-2,4,0,whimbrel,release-default,stamp_b,234677,51100,54,5400,serial
20260818T013740Z-2,4,0,whimbrel,release-default,stvec,245006,1084000,10329,1032900,serial
20260818T013740Z-2,4,0,whimbrel,release-default,frame_init,549757,31559100,304751,30475100,serial
20260818T013740Z-2,4,0,whimbrel,release-default,task_init,582247,34808100,32490,3249000,serial
20260818T013740Z-2,4,0,whimbrel,release-default,page_build,589185,35501900,6938,693800,serial
20260818T013740Z-2,4,0,whimbrel,release-default,page_verify,705696,47153000,116511,11651100,serial
20260818T013740Z-2,4,0,whimbrel,release-default,activate,708545,47437900,2849,284900,serial
20260818T013740Z-2,4,0,whimbrel,release-default,virtq_init,777823,54365700,69278,6927800,serial
20260818T013740Z-2,4,0,whimbrel,release-default,DRIVER_OK,840302,60613600,62479,6247900,serial
20260818T013740Z-2,4,0,whimbrel,release-default,first_rx,874757,64059100,34455,3445500,serial
20260818T013740Z-2,4,0,whimbrel,release-default,syn_rx,886989,65282300,12232,1223200,serial
20260818T013740Z-2,4,0,whimbrel,release-default,established,894810,66064400,7821,782100,serial
20260818T013740Z-2,4,0,whimbrel,release-default,serving_ready,903869,66970300,9059,905900,serial
20260818T013740Z-2,4,0,whimbrel,release-default,net_init_done,955587,72142100,51718,5171800,serial
20260818T013740Z-2,4,0,whimbrel,release-default,heap_init,955825,72165900,238,23800,serial
20260818T013740Z-2,4,0,whimbrel,release-default,accounting,977220,74305400,21395,2139500,serial
20260818T013740Z-2,4,0,whimbrel,release-default,freeze,978231,74406500,1011,101100,serial
20260818T013740Z-2,4,0,whimbrel,release-default,sret,980459,74629300,2228,222800,serial
20260818T013740Z-2,4,0,whimbrel,release-default,E3g,999711,76554500,19252,1925200,serial
20260818T013740Z-2,4,0,whimbrel,release-default,E3g_doorbell,1003600,76943400,3889,388900,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,_start,233369,0,0,0,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,stamp_a,233814,44500,445,44500,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,stamp_b,233867,49800,53,5300,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,stvec,236385,301600,2518,251800,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,frame_init,237791,442200,1406,140600,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,task_init,243688,1031900,5897,589700,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,page_build,247599,1423000,3911,391100,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,page_verify,254887,2151800,7288,728800,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,activate,255753,2238400,866,86600,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,virtq_init,264132,3076300,8379,837900,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,DRIVER_OK,269601,3623200,5469,546900,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,first_rx,272709,3934000,3108,310800,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,syn_rx,275446,4207700,2737,273700,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,established,278055,4468600,2609,260900,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,serving_ready,281657,4828800,3602,360200,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,net_init_done,284546,5117700,2889,288900,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,heap_init,284768,5139900,222,22200,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,accounting,285025,5165600,257,25700,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,freeze,285148,5177900,123,12300,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,sret,285339,5197000,191,19100,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,E3g,297751,6438200,12412,1241200,serial
20260818T013740Z-2,9,0,whimbrel,release-fast-boot,E3g_doorbell,298525,6515600,774,77400,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,_start,232293,0,0,0,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,stamp_a,232739,44600,446,44600,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,stamp_b,232793,50000,54,5400,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,stvec,235365,307200,2572,257200,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,frame_init,236767,447400,1402,140200,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,task_init,242541,1024800,5774,577400,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,page_build,246468,1417500,3927,392700,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,page_verify,253639,2134600,7171,717100,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,activate,254553,2226000,914,91400,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,virtq_init,262899,3060600,8346,834600,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,DRIVER_OK,268375,3608200,5476,547600,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,first_rx,271459,3916600,3084,308400,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,syn_rx,274213,4192000,2754,275400,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,established,276924,4463100,2711,271100,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,serving_ready,280449,4815600,3525,352500,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,net_init_done,283224,5093100,2775,277500,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,heap_init,283445,5115200,221,22100,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,accounting,283700,5140700,255,25500,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,freeze,283822,5152900,122,12200,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,sret,284011,5171800,189,18900,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,E3g,296335,6404200,12324,1232400,serial
20260818T013740Z-2,10,0,whimbrel,release-fast-boot,E3g_doorbell,297174,6488100,839,83900,serial
20260818T013740Z-2,25,0,whimbrel,release-default,_start,232964,0,0,0,serial
20260818T013740Z-2,25,0,whimbrel,release-default,stamp_a,233419,45500,455,45500,serial
20260818T013740Z-2,25,0,whimbrel,release-default,stamp_b,233475,51100,56,5600,serial
20260818T013740Z-2,25,0,whimbrel,release-default,stvec,243770,1080600,10295,1029500,serial
20260818T013740Z-2,25,0,whimbrel,release-default,frame_init,550829,31786500,307059,30705900,serial
20260818T013740Z-2,25,0,whimbrel,release-default,task_init,583797,35083300,32968,3296800,serial
20260818T013740Z-2,25,0,whimbrel,release-default,page_build,590941,35797700,7144,714400,serial
20260818T013740Z-2,25,0,whimbrel,release-default,page_verify,708596,47563200,117655,11765500,serial
20260818T013740Z-2,25,0,whimbrel,release-default,activate,711488,47852400,2892,289200,serial
20260818T013740Z-2,25,0,whimbrel,release-default,virtq_init,781877,54891300,70389,7038900,serial
20260818T013740Z-2,25,0,whimbrel,release-default,DRIVER_OK,845140,61217600,63263,6326300,serial
20260818T013740Z-2,25,0,whimbrel,release-default,first_rx,883093,65012900,37953,3795300,serial
20260818T013740Z-2,25,0,whimbrel,release-default,syn_rx,895550,66258600,12457,1245700,serial
20260818T013740Z-2,25,0,whimbrel,release-default,established,903455,67049100,7905,790500,serial
20260818T013740Z-2,25,0,whimbrel,release-default,serving_ready,912438,67947400,8983,898300,serial
20260818T013740Z-2,25,0,whimbrel,release-default,net_init_done,964871,73190700,52433,5243300,serial
20260818T013740Z-2,25,0,whimbrel,release-default,heap_init,965098,73213400,227,22700,serial
20260818T013740Z-2,25,0,whimbrel,release-default,accounting,986428,75346400,21330,2133000,serial
20260818T013740Z-2,25,0,whimbrel,release-default,freeze,987443,75447900,1015,101500,serial
20260818T013740Z-2,25,0,whimbrel,release-default,sret,989670,75670600,2227,222700,serial
20260818T013740Z-2,25,0,whimbrel,release-default,E3g,1008671,77570700,19001,1900100,serial
20260818T013740Z-2,25,0,whimbrel,release-default,E3g_doorbell,1012548,77958400,3877,387700,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,_start,234905,0,0,0,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,stamp_a,235351,44600,446,44600,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,stamp_b,235405,50000,54,5400,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,stvec,237993,308800,2588,258800,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,frame_init,239404,449900,1411,141100,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,task_init,245245,1034000,5841,584100,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,page_build,249171,1426600,3926,392600,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,page_verify,256423,2151800,7252,725200,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,activate,257342,2243700,919,91900,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,virtq_init,265741,3083600,8399,839900,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,DRIVER_OK,271244,3633900,5503,550300,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,first_rx,274379,3947400,3135,313500,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,syn_rx,277107,4220200,2728,272800,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,established,279778,4487300,2671,267100,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,serving_ready,283343,4843800,3565,356500,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,net_init_done,286141,5123600,2798,279800,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,heap_init,286362,5145700,221,22100,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,accounting,286619,5171400,257,25700,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,freeze,286741,5183600,122,12200,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,sret,286931,5202600,190,19000,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,E3g,299475,6457000,12544,1254400,serial
20260818T013740Z-2,15,0,whimbrel,release-fast-boot,E3g_doorbell,300256,6535100,781,78100,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,_start,232972,0,0,0,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,stamp_a,233418,44600,446,44600,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,stamp_b,233473,50100,55,5500,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,stvec,236007,303500,2534,253400,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,frame_init,237421,444900,1414,141400,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,task_init,243282,1031000,5861,586100,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,page_build,247143,1417100,3861,386100,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,page_verify,254433,2146100,7290,729000,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,activate,255303,2233100,870,87000,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,virtq_init,263742,3077000,8439,843900,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,DRIVER_OK,269170,3619800,5428,542800,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,first_rx,272306,3933400,3136,313600,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,syn_rx,274967,4199500,2661,266100,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,established,277573,4460100,2606,260600,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,serving_ready,281187,4821500,3614,361400,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,net_init_done,283958,5098600,2771,277100,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,heap_init,284178,5120600,220,22000,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,accounting,284428,5145600,250,25000,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,freeze,284566,5159400,138,13800,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,sret,284752,5178000,186,18600,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,E3g,297055,6408300,12303,1230300,serial
20260818T013740Z-2,20,0,whimbrel,release-fast-boot,E3g_doorbell,297838,6486600,783,78300,serial
20260818T013740Z-2,16,0,whimbrel,release-default,_start,234509,0,0,0,serial
20260818T013740Z-2,16,0,whimbrel,release-default,stamp_a,234965,45600,456,45600,serial
20260818T013740Z-2,16,0,whimbrel,release-default,stamp_b,235020,51100,55,5500,serial
20260818T013740Z-2,16,0,whimbrel,release-default,stvec,245428,1091900,10408,1040800,serial
20260818T013740Z-2,16,0,whimbrel,release-default,frame_init,550758,31624900,305330,30533000,serial
20260818T013740Z-2,16,0,whimbrel,release-default,task_init,583922,34941300,33164,3316400,serial
20260818T013740Z-2,16,0,whimbrel,release-default,page_build,591059,35655000,7137,713700,serial
20260818T013740Z-2,16,0,whimbrel,release-default,page_verify,710509,47600000,119450,11945000,serial
20260818T013740Z-2,16,0,whimbrel,release-default,activate,713427,47891800,2918,291800,serial
20260818T013740Z-2,16,0,whimbrel,release-default,virtq_init,783675,54916600,70248,7024800,serial
20260818T013740Z-2,16,0,whimbrel,release-default,DRIVER_OK,846739,61223000,63064,6306400,serial
20260818T013740Z-2,16,0,whimbrel,release-default,first_rx,881057,64654800,34318,3431800,serial
20260818T013740Z-2,16,0,whimbrel,release-default,syn_rx,893529,65902000,12472,1247200,serial
20260818T013740Z-2,16,0,whimbrel,release-default,established,901336,66682700,7807,780700,serial
20260818T013740Z-2,16,0,whimbrel,release-default,serving_ready,910292,67578300,8956,895600,serial
20260818T013740Z-2,16,0,whimbrel,release-default,net_init_done,962398,72788900,52106,5210600,serial
20260818T013740Z-2,16,0,whimbrel,release-default,heap_init,962628,72811900,230,23000,serial
20260818T013740Z-2,16,0,whimbrel,release-default,accounting,983896,74938700,21268,2126800,serial
20260818T013740Z-2,16,0,whimbrel,release-default,freeze,984913,75040400,1017,101700,serial
20260818T013740Z-2,16,0,whimbrel,release-default,sret,987148,75263900,2235,223500,serial
20260818T013740Z-2,16,0,whimbrel,release-default,E3g,1006374,77186500,19226,1922600,serial
20260818T013740Z-2,16,0,whimbrel,release-default,E3g_doorbell,1010261,77575200,3887,388700,serial
20260818T013740Z-2,24,0,whimbrel,release-default,_start,232995,0,0,0,serial
20260818T013740Z-2,24,0,whimbrel,release-default,stamp_a,233448,45300,453,45300,serial
20260818T013740Z-2,24,0,whimbrel,release-default,stamp_b,233502,50700,54,5400,serial
20260818T013740Z-2,24,0,whimbrel,release-default,stvec,243712,1071700,10210,1021000,serial
20260818T013740Z-2,24,0,whimbrel,release-default,frame_init,547689,31469400,303977,30397700,serial
20260818T013740Z-2,24,0,whimbrel,release-default,task_init,579652,34665700,31963,3196300,serial
20260818T013740Z-2,24,0,whimbrel,release-default,page_build,586391,35339600,6739,673900,serial
20260818T013740Z-2,24,0,whimbrel,release-default,page_verify,704559,47156400,118168,11816800,serial
20260818T013740Z-2,24,0,whimbrel,release-default,activate,707381,47438600,2822,282200,serial
20260818T013740Z-2,24,0,whimbrel,release-default,virtq_init,777250,54425500,69869,6986900,serial
20260818T013740Z-2,24,0,whimbrel,release-default,DRIVER_OK,839636,60664100,62386,6238600,serial
20260818T013740Z-2,24,0,whimbrel,release-default,first_rx,873650,64065500,34014,3401400,serial
20260818T013740Z-2,24,0,whimbrel,release-default,syn_rx,885874,65287900,12224,1222400,serial
20260818T013740Z-2,24,0,whimbrel,release-default,established,893564,66056900,7690,769000,serial
20260818T013740Z-2,24,0,whimbrel,release-default,serving_ready,902547,66955200,8983,898300,serial
20260818T013740Z-2,24,0,whimbrel,release-default,net_init_done,954881,72188600,52334,5233400,serial
20260818T013740Z-2,24,0,whimbrel,release-default,heap_init,955116,72212100,235,23500,serial
20260818T013740Z-2,24,0,whimbrel,release-default,accounting,976586,74359100,21470,2147000,serial
20260818T013740Z-2,24,0,whimbrel,release-default,freeze,977659,74466400,1073,107300,serial
20260818T013740Z-2,24,0,whimbrel,release-default,sret,979924,74692900,2265,226500,serial
20260818T013740Z-2,24,0,whimbrel,release-default,E3g,999003,76600800,19079,1907900,serial
20260818T013740Z-2,24,0,whimbrel,release-default,E3g_doorbell,1002733,76973800,3730,373000,serial
20260818T013740Z-2,17,0,whimbrel,release-default,_start,236451,0,0,0,serial
20260818T013740Z-2,17,0,whimbrel,release-default,stamp_a,236910,45900,459,45900,serial
20260818T013740Z-2,17,0,whimbrel,release-default,stamp_b,236966,51500,56,5600,serial
20260818T013740Z-2,17,0,whimbrel,release-default,stvec,247268,1081700,10302,1030200,serial
20260818T013740Z-2,17,0,whimbrel,release-default,frame_init,551035,31458400,303767,30376700,serial
20260818T013740Z-2,17,0,whimbrel,release-default,task_init,584727,34827600,33692,3369200,serial
20260818T013740Z-2,17,0,whimbrel,release-default,page_build,591790,35533900,7063,706300,serial
20260818T013740Z-2,17,0,whimbrel,release-default,page_verify,710407,47395600,118617,11861700,serial
20260818T013740Z-2,17,0,whimbrel,release-default,activate,713284,47683300,2877,287700,serial
20260818T013740Z-2,17,0,whimbrel,release-default,virtq_init,783806,54735500,70522,7052200,serial
20260818T013740Z-2,17,0,whimbrel,release-default,DRIVER_OK,847291,61084000,63485,6348500,serial
20260818T013740Z-2,17,0,whimbrel,release-default,first_rx,881684,64523300,34393,3439300,serial
20260818T013740Z-2,17,0,whimbrel,release-default,syn_rx,894058,65760700,12374,1237400,serial
20260818T013740Z-2,17,0,whimbrel,release-default,established,903419,66696800,9361,936100,serial
20260818T013740Z-2,17,0,whimbrel,release-default,serving_ready,912389,67593800,8970,897000,serial
20260818T013740Z-2,17,0,whimbrel,release-default,net_init_done,964658,72820700,52269,5226900,serial
20260818T013740Z-2,17,0,whimbrel,release-default,heap_init,964881,72843000,223,22300,serial
20260818T013740Z-2,17,0,whimbrel,release-default,accounting,986268,74981700,21387,2138700,serial
20260818T013740Z-2,17,0,whimbrel,release-default,freeze,987291,75084000,1023,102300,serial
20260818T013740Z-2,17,0,whimbrel,release-default,sret,989537,75308600,2246,224600,serial
20260818T013740Z-2,17,0,whimbrel,release-default,E3g,1008898,77244700,19361,1936100,serial
20260818T013740Z-2,17,0,whimbrel,release-default,E3g_doorbell,1012661,77621000,3763,376300,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,_start,234346,0,0,0,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,stamp_a,234795,44900,449,44900,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,stamp_b,234850,50400,55,5500,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,stvec,237449,310300,2599,259900,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,frame_init,238862,451600,1413,141300,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,task_init,244781,1043500,5919,591900,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,page_build,248741,1439500,3960,396000,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,page_verify,256143,2179700,7402,740200,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,activate,257023,2267700,880,88000,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,virtq_init,265456,3111000,8433,843300,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,DRIVER_OK,270936,3659000,5480,548000,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,first_rx,273998,3965200,3062,306200,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,syn_rx,276750,4240400,2752,275200,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,established,279395,4504900,2645,264500,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,serving_ready,282958,4861200,3563,356300,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,net_init_done,285799,5145300,2841,284100,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,heap_init,286019,5167300,220,22000,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,accounting,286273,5192700,254,25400,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,freeze,286396,5205000,123,12300,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,sret,286586,5224000,190,19000,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,E3g,299054,6470800,12468,1246800,serial
20260818T013740Z-2,33,0,whimbrel,release-fast-boot,E3g_doorbell,299845,6549900,791,79100,serial
20260818T013740Z-2,6,0,whimbrel,release-default,_start,236021,0,0,0,serial
20260818T013740Z-2,6,0,whimbrel,release-default,stamp_a,236476,45500,455,45500,serial
20260818T013740Z-2,6,0,whimbrel,release-default,stamp_b,236531,51000,55,5500,serial
20260818T013740Z-2,6,0,whimbrel,release-default,stvec,246812,1079100,10281,1028100,serial
20260818T013740Z-2,6,0,whimbrel,release-default,frame_init,550810,31478900,303998,30399800,serial
20260818T013740Z-2,6,0,whimbrel,release-default,task_init,583858,34783700,33048,3304800,serial
20260818T013740Z-2,6,0,whimbrel,release-default,page_build,591011,35499000,7153,715300,serial
20260818T013740Z-2,6,0,whimbrel,release-default,page_verify,708651,47263000,117640,11764000,serial
20260818T013740Z-2,6,0,whimbrel,release-default,activate,711430,47540900,2779,277900,serial
20260818T013740Z-2,6,0,whimbrel,release-default,virtq_init,781268,54524700,69838,6983800,serial
20260818T013740Z-2,6,0,whimbrel,release-default,DRIVER_OK,844077,60805600,62809,6280900,serial
20260818T013740Z-2,6,0,whimbrel,release-default,first_rx,878255,64223400,34178,3417800,serial
20260818T013740Z-2,6,0,whimbrel,release-default,syn_rx,890542,65452100,12287,1228700,serial
20260818T013740Z-2,6,0,whimbrel,release-default,established,898245,66222400,7703,770300,serial
20260818T013740Z-2,6,0,whimbrel,release-default,serving_ready,907172,67115100,8927,892700,serial
20260818T013740Z-2,6,0,whimbrel,release-default,net_init_done,959444,72342300,52272,5227200,serial
20260818T013740Z-2,6,0,whimbrel,release-default,heap_init,959675,72365400,231,23100,serial
20260818T013740Z-2,6,0,whimbrel,release-default,accounting,980915,74489400,21240,2124000,serial
20260818T013740Z-2,6,0,whimbrel,release-default,freeze,981931,74591000,1016,101600,serial
20260818T013740Z-2,6,0,whimbrel,release-default,sret,984156,74813500,2225,222500,serial
20260818T013740Z-2,6,0,whimbrel,release-default,E3g,1003282,76726100,19126,1912600,serial
